win/lose,game_mode,game_date,game_duration,champion,role,CS,kills,deaths,assists,Vision Score,KP,Summoner Spell 1,Summoner Spell 2,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Ward,KDA,CS/min
Defeat,ARAM,2024-08-21,00:16:30,Pyke,Top,8,3,8,13,0,40%,Flash,Mark,The Collector,Ionian Boots of Lucidity,Axiom Arc,Tunneler,Long Sword,Long Sword,Poro-Snax,2.0,0.48
Victory,Normal (Draft Pick),2024-08-21,00:36:54,Aurora,Mid,219,6,10,8,26,40%,Flash,Teleport,Liandry's Torment,Malignance,Sorcerer's Shoes,Cosmic Drive,Rylai's Crystal Scepter,None,Stealth Ward,1.4,5.93
Victory,ARAM,2024-08-20,00:21:13,Ivern,Mid,12,0,9,41,0,85%,Flash,Mark,Moonstone Renewer,Redemption,Ionian Boots of Lucidity,Ardent Censer,Dawncore,Aether Wisp,Poro-Snax,4.56,0.57
Defeat,ARAM,2024-08-20,00:18:10,Zeri,Support,94,11,17,24,0,76%,Flash,Mark,Statikk Shiv,Berserker's Greaves,Runaan's Hurricane,Infinity Edge,Bloodthirster,None,Poro-Snax,2.06,5.17
Victory,ARAM,2024-08-20,00:36:13,Hwei,Top,293,26,13,60,0,81%,Flash,Barrier,Blackfire Torch,Rabadon's Deathcap,Luden's Companion,Liandry's Torment,Shadowflame,Cryptbloom,None,6.62,8.09
Defeat,Normal (Draft Pick),2024-08-20,00:26:30,Aurora,Mid,142,7,8,7,10,47%,Flash,Teleport,Doran's Ring,Malignance,Liandry's Torment,Sorcerer's Shoes,Cosmic Drive,Amplifying Tome,Stealth Ward,1.75,5.36
Victory,Swarm,2024-08-19,00:15:52,Jinx,Top,6711,0,0,0,0,None,None,None,Battle Cat Barrage,Tempest's Gauntlet,Enveloping Light,OwO Blaster,Radiant Field,None,None,0.0,422.96
Defeat,Normal (Draft Pick),2024-08-18,00:46:07,Lux,Mid,260,8,5,15,28,49%,Flash,Teleport,Horizon Focus,Zhonya's Hourglass,Sorcerer's Shoes,Stormsurge,Rabadon's Deathcap,Luden's Companion,Stealth Ward,4.6,5.64
Defeat,Swarm,2024-08-18,00:14:18,Illaoi,Top,3953,0,1,0,0,None,None,None,Grizzly Smash,Double Bun-Bun Barrage,Explosive Embrace,T.I.B.B.E.R.S (B.E.E.G Edition),Evolved Embershot,None,None,0.0,276.43
Defeat,Swarm,2024-08-18,00:08:29,Illaoi,Top,2193,0,1,0,0,None,None,None,Tentacle Slam,T.I.B.B.E.R.S,Enveloping Light,Gatling Bunny-Guns,Statikk Sword,None,None,0.0,258.51
Victory,Swarm,2024-08-17,00:15:22,Jinx,Top,6612,0,0,0,0,None,None,None,Battle Cat Barrage,Blade-o-rang,Enveloping Light,Prumbis's Electrocarver,OwO Blaster,None,None,0.0,430.28
Victory,Swarm,2024-08-17,00:15:22,Jinx,Top,6659,0,0,0,0,None,None,None,Battle Cat Barrage,OwO Blaster,Quad-o-rang,Enveloping Light,YuumiBot,None,None,0.0,433.34
Victory,Swarm,2024-08-17,00:15:35,Jinx,Top,6630,0,0,0,0,None,None,None,Battle Cat Barrage,Evolved Embershot,Quad-o-rang,UwU Blaster,Battle Bunny Crossbow,None,None,0.0,425.45
Defeat,Swarm,2024-08-17,00:19:16,Illaoi,Top,5258,0,1,0,0,None,None,None,Grizzly Smash,Double Bun-Bun Barrage,Cyclonic Slicers,Evolved Embershot,OwO Blaster,None,None,0.0,272.91
Defeat,Swarm,2024-08-16,00:18:38,Illaoi,Top,5081,0,1,0,0,None,None,None,Grizzly Smash,Tempest's Gauntlet,T.I.B.B.E.R.S (B.E.E.G Edition),Double Bun-Bun Barrage,UwU Blaster,None,None,0.0,272.68
Defeat,Swarm,2024-08-16,00:17:50,Yasuo,Top,6265,0,2,0,0,None,None,None,Wandering Storms,Blade-o-rang,Unceasing Cyclone,Neverending Mobstomper,Bunny Prime Ballista,None,None,0.0,351.31
Defeat,Swarm,2024-08-16,00:04:07,Yasuo,Top,681,0,1,0,0,None,None,None,Steel Tempest,Final City Transit,Lioness's Lament,Gatling Bunny-Guns,Anti-Shark Sea Mine,None,None,0.0,165.43
8th place,Arena,2024-08-16,00:23:27,Vladimir,Jungle,0,4,6,1,0,100%,None,None,Guardian's Orb,Ionian Boots of Lucidity,Kinkou Jitte,Riftmaker,Cosmic Drive,None,Arcane Sweeper,0.83,0.0
Victory,Normal (Draft Pick),2024-08-16,00:27:37,Aurora,Mid,231,6,3,6,16,40%,Flash,Teleport,Doran's Ring,Malignance,Sorcerer's Shoes,Cosmic Drive,Liandry's Torment,Needlessly Large Rod,Stealth Ward,4.0,8.36
Victory,Normal (Draft Pick),2024-08-16,00:32:01,Aurora,Mid,141,3,5,12,16,50%,Flash,Teleport,Doran's Ring,Malignance,Boots,Cosmic Drive,Needlessly Large Rod,Needlessly Large Rod,Stealth Ward,3.0,4.4
Defeat,Normal (Draft Pick),2024-08-14,00:33:10,Aurora,Top,177,7,7,7,20,47%,Flash,Teleport,Cosmic Drive,Rod of Ages,Sorcerer's Shoes,Liandry's Torment,None,None,Stealth Ward,2.0,5.34
Defeat,ARAM,2024-08-13,00:22:21,Pyke,Top,19,12,14,20,0,46%,Flash,Mark,Axiom Arc,The Collector,Ionian Boots of Lucidity,Edge of Night,Opportunity,None,None,2.29,0.85
Defeat,Swarm,2024-08-13,00:09:00,Jinx,Top,1697,0,1,0,0,None,None,None,Meow Meow,UwU Blaster,Lioness's Lament,Blade-o-rang,Battle Bunny Crossbow,None,None,0.0,188.56
Victory,Swarm,2024-08-13,00:16:19,Seraphine,Top,5865,0,0,0,0,None,None,None,Anima Echo,Enveloping Light,YuumiBot_Final_FINAL,OwO Blaster,Blade-o-rang,None,None,0.0,359.45
Victory,Swarm,2024-08-13,00:18:02,Illaoi,Top,5899,0,0,0,0,None,None,None,Grizzly Smash,Explosive Embrace,Cyclonic Slicers,Double Bun-Bun Barrage,Evolved Embershot,None,None,0.0,327.12
Victory,Swarm,2024-08-13,00:15:47,Yasuo,Top,5883,0,0,0,0,None,None,None,Steel Tempest,Bunny Mega-Blast,OwO Blaster,Bunny Prime Ballista,Enveloping Light,None,None,0.0,372.73
2nd place,Arena,2024-08-11,00:21:36,Sylas,Adc,0,12,6,7,0,100%,None,None,Morellonomicon,Zhonya's Hourglass,Detonation Orb,Lich Bane,Rabadon's Deathcap,Shadowflame,Arcane Sweeper,3.17,0.0
8th place,Arena,2024-08-11,00:19:49,Kai'Sa,None,0,7,8,1,0,89%,None,None,Guardian's Hammer,Berserker's Greaves,Twin Mask,Kraken Slayer,Guinsoo's Rageblade,None,Arcane Sweeper,1.0,0.0
7th place,Arena,2024-08-11,00:21:01,Aurora,Top,0,1,7,6,0,117%,None,None,Guardian's Orb,Sorcerer's Shoes,Pyromancer's Cloak,Rod of Ages,Liandry's Anguish,None,Arcane Sweeper,1.0,0.0
Victory,Swarm,2024-08-11,00:16:15,Yasuo,Top,6845,0,0,0,0,None,None,None,Wandering Storms,Explosive Embrace,Neverending Mobstomper,Gatling Bunny-Guns,FC Limited Express,None,None,0.0,421.23
Victory,Swarm,2024-08-11,00:17:23,Illaoi,Top,7358,0,0,0,0,None,None,None,Grizzly Smash,Radiant Field,Double Bun-Bun Barrage,UwU Blaster,Enveloping Light,None,None,0.0,423.28
Defeat,Swarm,2024-08-11,00:05:40,Illaoi,Top,1249,0,1,0,0,None,None,None,Tentacle Slam,Cyclonic Slicers,Searing Shortbow,None,None,None,None,0.0,220.41
Victory,Swarm,2024-08-11,00:15:46,Jinx,Top,6679,0,0,0,0,None,None,None,Battle Cat Barrage,Anti-Shark Sea Mine,Blade-o-rang,Enveloping Light,FC Limited Express,None,None,0.0,423.62
Victory,Swarm,2024-08-11,00:15:33,Jinx,Top,6627,0,0,0,0,None,None,None,Battle Cat Barrage,Bunny Mega-Blast,Lioness's Lament,OwO Blaster,Quad-o-rang,None,None,0.0,426.17
Victory,ARAM,2024-08-11,00:24:54,Syndra,Jungle,69,9,17,30,0,67%,Flash,Mark,Luden's Companion,Shadowflame,Sorcerer's Shoes,Rabadon's Deathcap,Void Staff,Amplifying Tome,Poro-Snax,2.29,2.77
Victory,Swarm,2024-08-11,00:16:35,Jinx,Top,7040,0,0,0,0,None,None,None,Meow Meow,Rapid Rabbit Raindown,YuumiBot_Final_FINAL,Vortex Glove,Statikk Sword,None,None,0.0,424.52
Victory,Swarm,2024-08-11,00:15:25,Jinx,Top,6610,0,0,0,0,None,None,None,Battle Cat Barrage,OwO Blaster,Vortex Glove,Quad-o-rang,Lioness's Lament,None,None,0.0,428.76
Victory,Swarm,2024-08-08,00:15:44,Jinx,Top,6695,0,0,0,0,None,None,None,Battle Cat Barrage,Statikk Sword,Vortex Glove,Lioness's Lament,Neverending Mobstomper,None,None,0.0,425.53
Defeat,Swarm,2024-08-08,00:09:15,Leona,Top,2328,0,1,0,0,None,None,None,Shield Slam,UwU Blaster,Searing Shortbow,Gatling Bunny-Guns,Lioness's Lament,None,None,0.0,251.68
Defeat,Swarm,2024-08-08,00:05:42,Jinx,Top,1364,0,1,0,0,None,None,None,Meow Meow,Blade-o-rang,Anti-Shark Sea Mine,Searing Shortbow,Lioness's Lament,None,None,0.0,239.3
Defeat,Swarm,2024-08-08,00:05:54,Illaoi,Top,1552,0,1,0,0,None,None,None,Tentacle Slam,Gatling Bunny-Guns,T.I.B.B.E.R.S,Searing Shortbow,Iceblast Armor,None,None,0.0,263.05
Defeat,Normal (Draft Pick),2024-08-08,00:41:17,Aurora,Mid,275,2,7,6,31,32%,Flash,Teleport,Rabadon's Deathcap,Rod of Ages,Sorcerer's Shoes,Liandry's Torment,Cosmic Drive,None,Stealth Ward,1.14,6.66
Defeat,Swarm,2024-08-08,00:06:40,Jinx,Top,1738,0,1,0,0,None,None,None,Meow Meow,Bunny Mega-Blast,Vortex Glove,Lioness's Lament,Cyclonic Slicers,None,None,0.0,260.7
Defeat,Swarm,2024-08-08,00:02:43,Seraphine,Top,261,0,1,0,0,None,None,None,Sound Wave,None,None,None,None,None,None,0.0,96.07
Defeat,Swarm,2024-08-08,00:13:43,Leona,Top,4684,0,1,0,0,None,None,None,Light of the Lion,Searing Shortbow,Lioness's Lament,Radiant Field,Tempest's Gauntlet,None,None,0.0,341.48
Defeat,Swarm,2024-08-08,00:06:49,Illaoi,Top,1720,0,1,0,0,None,None,None,Tentacle Slam,Radiant Field,Anti-Shark Sea Mine,Final City Transit,Cyclonic Slicers,None,None,0.0,252.32
Victory,Swarm,2024-08-08,00:15:54,Briar,Top,6528,0,0,0,0,None,None,None,Savage Slice,Explosive Embrace,UwU Blaster,Unceasing Cyclone,Blade-o-rang,None,None,0.0,410.57
Victory,Swarm,2024-08-08,00:16:24,Seraphine,Top,6969,0,0,0,0,None,None,None,Anima Echo,Searing Shortbow,Prumbis's Electrocarver,T.I.B.B.E.R.S,UwU Blaster,None,None,0.0,424.94
Defeat,Normal (Draft Pick),2024-08-08,00:20:13,Corki,Mid,144,2,5,1,8,50%,Flash,Teleport,Doran's Blade,Trinity Force,Mercury's Treads,Caulfield's Warhammer,Long Sword,Tear of the Goddess,Stealth Ward,0.6,7.12
Defeat,Normal (Draft Pick),2024-08-08,00:36:34,Yasuo,Mid,277,1,11,7,25,31%,Flash,Teleport,Infinity Edge,Blade of The Ruined King,Berserker's Greaves,Immortal Shieldbow,Zeal,None,Stealth Ward,0.73,7.58
Victory,Normal (Draft Pick),2024-08-08,00:27:09,Aurora,Mid,156,7,2,7,15,50%,Flash,Teleport,Cosmic Drive,Rod of Ages,Sorcerer's Shoes,Liandry's Torment,None,None,Stealth Ward,7.0,5.75
2nd place,Arena,2024-08-08,00:22:26,Aurora,None,0,5,10,7,0,80%,None,None,Morellonomicon,Sorcerer's Shoes,Detonation Orb,Rod of Ages,Liandry's Anguish,Pyromancer's Cloak,Arcane Sweeper,1.2,0.0
Defeat,Swarm,2024-08-08,00:06:38,Illaoi,Top,1712,0,1,0,0,None,None,None,Tentacle Slam,Statikk Sword,Gatling Bunny-Guns,Vortex Glove,Cyclonic Slicers,None,None,0.0,258.09
Defeat,Swarm,2024-08-08,00:03:37,Illaoi,Top,744,0,1,0,0,None,None,None,Tentacle Slam,UwU Blaster,Radiant Field,Vortex Glove,None,None,None,0.0,205.71
Defeat,Swarm,2024-08-08,00:04:11,Illaoi,Top,867,0,1,0,0,None,None,None,Tentacle Slam,Gatling Bunny-Guns,Searing Shortbow,None,None,None,None,0.0,207.25
Victory,Swarm,2024-08-08,00:17:22,Illaoi,Top,6908,0,0,0,0,None,None,None,Tentacle Slam,Final City Transit,Gatling Bunny-Guns,Prumbis's Electrocarver,Explosive Embrace,None,None,0.0,397.77
Victory,Swarm,2024-08-08,00:17:12,Leona,Top,7026,0,0,0,0,None,None,None,Light of the Lion,UwU Blaster,T.I.B.B.E.R.S,Cyclonic Slicers,Explosive Embrace,None,None,0.0,408.49
Defeat,Swarm,2024-08-08,00:15:00,Jinx,Top,6146,0,1,0,0,None,None,None,Meow Meow,Lioness's Lament,Blade-o-rang,Gatling Bunny-Guns,Searing Shortbow,None,None,0.0,409.73
Defeat,Swarm,2024-08-08,00:04:08,Jinx,Top,774,0,1,0,0,None,None,None,Meow Meow,Gatling Bunny-Guns,UwU Blaster,None,None,None,None,0.0,187.26
4th place,Arena,2024-08-08,00:21:17,Hwei,None,0,6,6,9,0,100%,None,None,Guardian's Orb,Sorcerer's Shoes,Pyromancer's Cloak,Liandry's Anguish,Rabadon's Deathcap,Reality Fracture,Arcane Sweeper,2.5,0.0
3rd place,Arena,2024-07-08,00:22:38,Naafiri,None,0,15,4,5,0,91%,None,None,Gargoyle Stoneplate,Profane Hydra,Ionian Boots of Lucidity,Eclipse,Blade of The Ruined King,Serpent's Fang,Arcane Sweeper,5.0,0.0
Defeat,ARAM,2024-07-08,00:15:42,Samira,Adc,56,11,11,5,0,57%,Flash,Mark,The Collector,Mercury's Treads,Infinity Edge,Immortal Shieldbow,Steel Sigil,Long Sword,None,1.45,3.57
Defeat,ARAM,2024-07-07,00:12:23,Aatrox,Mid,25,6,10,19,0,64%,Flash,Mark,Sundered Sky,Mercury's Treads,Eclipse,Long Sword,Ruby Crystal,Pickaxe,None,2.5,2.02
1st place,Arena,2024-07-07,00:23:09,Pantheon,None,0,13,2,10,0,100%,None,None,Duskblade of Draktharr,Death's Dance,Sword of the Divine,Eclipse,The Golden Spatula,Blade of The Ruined King,Arcane Sweeper,11.5,0.0
Defeat,Normal (Draft Pick),2024-07-07,00:27:39,Kai'Sa,Adc,209,3,9,6,20,31%,Flash,Barrier,Nashor's Tooth,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Needlessly Large Rod,None,Stealth Ward,1.0,7.56
Defeat,Normal (Draft Pick),2024-07-07,00:16:14,Jhin,Adc,95,4,5,1,8,45%,Flash,Barrier,Doran's Blade,The Collector,Boots of Swiftness,B. F. Sword,None,None,Stealth Ward,1.0,5.85
Victory,ARAM,2024-07-07,00:20:45,Lux,Mid,60,7,4,36,0,78%,Flash,Barrier,Luden's Companion,Rabadon's Deathcap,Sorcerer's Shoes,Stormsurge,Blighting Jewel,None,Poro-Snax,10.75,2.89
Victory,ARAM,2024-07-06,00:23:57,Jhin,Adc,156,25,12,23,0,69%,Flash,Barrier,The Collector,Boots of Swiftness,Infinity Edge,Rapid Firecannon,Lord Dominik's Regards,Bloodthirster,Poro-Snax,4.0,6.51
Defeat,ARAM,2024-07-05,00:13:22,Pyke,Mid,6,13,10,22,0,70%,Flash,Mark,The Collector,Axiom Arc,Ionian Boots of Lucidity,Edge of Night,Long Sword,Long Sword,Poro-Snax,3.5,0.45
Defeat,ARAM,2024-07-05,00:15:20,Zoe,Jungle,40,8,10,17,0,60%,Flash,Barrier,Luden's Companion,Stormsurge,Sorcerer's Shoes,Shadowflame,Needlessly Large Rod,None,Poro-Snax,2.5,2.61
Victory,ARAM,2024-07-05,00:12:32,Senna,Top,20,12,7,17,0,85%,Flash,Barrier,The Collector,Muramana,Boots of Swiftness,None,None,None,Poro-Snax,4.14,1.6
Defeat,ARAM,2024-07-05,00:18:19,Darius,Top,42,13,15,32,0,66%,Flash,Mark,Sundered Sky,Mercury's Treads,Trinity Force,Sterak's Gage,Chain Vest,Winged Moonplate,None,3.0,2.29
Defeat,Normal (Draft Pick),2024-07-05,00:44:31,Smolder,Adc,293,3,12,11,20,30%,Flash,Barrier,Bloodthirster,Essence Reaver,Spear of Shojin,Ionian Boots of Lucidity,Rapid Firecannon,Noonquiver,Stealth Ward,1.17,6.58
Defeat,Normal (Draft Pick),2024-07-05,00:21:22,Kai'Sa,Adc,122,2,7,6,10,53%,Flash,Barrier,Doran's Blade,Statikk Shiv,Berserker's Greaves,Pickaxe,Recurve Bow,Amplifying Tome,Stealth Ward,1.14,5.71
Victory,Normal (Draft Pick),2024-07-05,00:36:54,Caitlyn,Adc,204,14,11,19,25,45%,Flash,Barrier,Infinity Edge,Berserker's Greaves,The Collector,Rapid Firecannon,Bloodthirster,Cloth Armor,Stealth Ward,3.0,5.53
Victory,Soloqueue,2024-07-05,00:35:08,Jhin,Adc,172,15,7,11,15,63%,Flash,Barrier,B. F. Sword,The Collector,Boots of Swiftness,Infinity Edge,Rapid Firecannon,Lord Dominik's Regards,Farsight Alteration,3.71,4.9
Victory,Normal (Draft Pick),2024-07-05,00:21:34,Jhin,Adc,144,8,5,2,12,36%,Flash,Barrier,Doran's Blade,Boots of Swiftness,The Collector,Infinity Edge,Dagger,None,Stealth Ward,2.0,6.68
Victory,Normal (Draft Pick),2024-07-05,00:31:03,Kai'Sa,Adc,279,9,3,5,27,61%,Flash,Barrier,B. F. Sword,Statikk Shiv,Guinsoo's Rageblade,Berserker's Greaves,Nashor's Tooth,Vampiric Scepter,Stealth Ward,4.67,8.99
Victory,ARAM,2024-07-04,00:17:07,Swain,Top,87,23,6,38,0,90%,Flash,Mark,Malignance,Riftmaker,Mercury's Treads,Rylai's Crystal Scepter,Liandry's Torment,Kindlegem,Poro-Snax,10.17,5.08
Defeat,ARAM,2024-07-04,00:21:26,Senna,Support,53,5,10,44,0,84%,Flash,Barrier,The Collector,Boots of Swiftness,Muramana,Rapid Firecannon,Lord Dominik's Regards,Pickaxe,None,4.9,2.47
Victory,Normal (Draft Pick),2024-07-04,00:21:11,Jhin,Adc,146,8,1,5,8,45%,Flash,Barrier,Doran's Blade,The Collector,Boots of Swiftness,Infinity Edge,Dagger,None,Stealth Ward,13.0,6.89
Victory,Normal (Draft Pick),2024-07-04,00:25:14,Kai'Sa,Adc,175,7,2,10,20,53%,Flash,Barrier,Guinsoo's Rageblade,Berserker's Greaves,Statikk Shiv,Nashor's Tooth,Vampiric Scepter,None,Stealth Ward,8.5,6.94
Defeat,Soloqueue,2024-07-02,00:27:38,Miss Fortune,Adc,194,4,6,0,15,24%,Flash,Barrier,Doran's Blade,Infinity Edge,The Collector,Boots of Swiftness,Last Whisper,Long Sword,Stealth Ward,0.67,7.02
Defeat,Normal (Draft Pick),2024-07-01,00:21:38,Jinx,Adc,129,4,6,3,8,39%,Flash,Ghost,Doran's Blade,Kraken Slayer,Zeal,Berserker's Greaves,Scout's Slingshot,None,Stealth Ward,1.17,5.96
Victory,Normal (Draft Pick),2024-07-01,00:21:05,Miss Fortune,Adc,166,7,1,2,11,39%,Flash,Heal,Doran's Blade,Boots of Swiftness,The Collector,Infinity Edge,Long Sword,None,Stealth Ward,9.0,7.87
Victory,Normal (Draft Pick),2024-06-29,00:25:32,Akshan,Mid,150,5,8,3,14,42%,Flash,Teleport,Doran's Blade,Kraken Slayer,Mercury's Treads,Blade of The Ruined King,None,None,Stealth Ward,1.0,5.87
Victory,Normal (Draft Pick),2024-06-29,00:29:33,Aurelion Sol,Mid,164,8,8,9,17,61%,Flash,Teleport,Rylai's Crystal Scepter,Zhonya's Hourglass,Liandry's Torment,Sorcerer's Shoes,Needlessly Large Rod,None,Stealth Ward,2.12,5.55
6th place,Arena,2024-06-29,00:22:02,Graves,None,0,6,8,4,0,100%,None,None,Guardian's Dirk,Galeforce,Mercury's Treads,The Collector,Infinity Edge,Fulmination,Arcane Sweeper,1.25,0.0
Victory,ARAM,2024-06-29,00:15:45,Swain,Top,56,19,7,37,0,92%,Flash,Mark,Malignance,Riftmaker,Mercury's Treads,Rylai's Crystal Scepter,Liandry's Torment,None,Poro-Snax,8.0,3.56
Defeat,ARAM,2024-06-29,00:16:40,Swain,Mid,59,9,11,24,0,72%,Flash,Mark,Malignance,Liandry's Torment,Mercury's Treads,Rylai's Crystal Scepter,Spirit Visage,Cloth Armor,Poro-Snax,3.0,3.54
Victory,ARAM,2024-06-29,00:14:48,Skarner,Adc,30,5,11,30,0,67%,Flash,Mark,Heartsteel,Fimbulwinter,Mercury's Treads,Bami's Cinder,Chain Vest,None,Poro-Snax,3.18,2.03
Victory,ARAM,2024-06-29,00:16:19,Viktor,Top,59,13,8,32,0,73%,Flash,Ghost,Blackfire Torch,Lich Bane,Sorcerer's Shoes,Liandry's Torment,Needlessly Large Rod,None,Poro-Snax,5.62,3.62
3rd place,Arena,2024-06-29,00:22:16,Volibear,None,0,8,7,10,0,100%,None,None,Guardian's Blade,Runecarver,Reality Fracture,Heartsteel,Spirit Visage,Thornmail,Arcane Sweeper,2.57,0.0
4th place,Arena,2024-06-29,00:21:04,Sona,Jungle,0,1,5,11,0,100%,None,None,Guardian's Amulet,Empyrean Promise,Ionian Boots of Lucidity,Seraph's Embrace,Moonstone Renewer,Chemtech Putrifier,Arcane Sweeper,2.4,0.0
2nd place,Arena,2024-06-29,00:20:38,Samira,None,0,12,3,9,0,105%,None,None,Sword of the Divine,Bloodthirster,Decapitator,The Collector,Infinity Edge,Lord Dominik's Regards,Arcane Sweeper,7.0,0.0
Defeat,ARAM,2024-06-29,00:22:53,Ekko,Adc,38,9,14,31,0,65%,Flash,Mark,Sorcerer's Shoes,Hextech Rocketbelt,Lich Bane,Stormsurge,Shadowflame,Blighting Jewel,Poro-Snax,2.86,1.66
Defeat,ARAM,2024-06-29,00:19:07,Aphelios,Support,65,10,15,39,0,74%,Flash,Ghost,The Collector,Infinity Edge,Berserker's Greaves,Bloodthirster,Runaan's Hurricane,Long Sword,Poro-Snax,3.27,3.4
Victory,ARAM,2024-06-29,00:11:00,Corki,Adc,41,12,6,19,0,78%,Flash,Mark,Opportunity,The Collector,Berserker's Greaves,Pickaxe,B. F. Sword,None,Poro-Snax,5.17,3.73
Victory,Normal (Draft Pick),2024-06-28,00:31:25,Hwei,Mid,232,6,5,12,20,53%,Flash,Teleport,Doran's Ring,Blackfire Torch,Liandry's Torment,Cryptbloom,Sorcerer's Shoes,None,Stealth Ward,3.6,7.38
Defeat,Normal (Draft Pick),2024-06-28,00:43:11,Samira,Adc,317,20,12,1,22,62%,Flash,Heal,Bloodthirster,Gunmetal Greaves,The Collector,Infinity Edge,Lord Dominik's Regards,Immortal Shieldbow,Farsight Alteration,1.75,7.34
Defeat,Normal (Draft Pick),2024-06-28,00:12:22,Sylas,Mid,65,1,2,1,4,33%,Flash,Teleport,Doran's Ring,Hextech Alternator,Amplifying Tome,Sheen,Boots,None,Stealth Ward,1.0,5.26
Defeat,Normal (Draft Pick),2024-06-28,00:40:26,Udyr,Jungle,268,13,9,15,29,54%,Flash,Smite,"Jak'Sho, The Protean",Liandry's Torment,Boots of Swiftness,Dead Man's Plate,Force of Nature,Frozen Heart,Oracle Lens,3.11,6.63
Victory,ARAM,2024-06-28,00:22:09,Miss Fortune,Mid,109,23,11,25,0,81%,Flash,Heal,The Collector,Ionian Boots of Lucidity,Axiom Arc,Serylda's Grudge,Infinity Edge,Edge of Night,Poro-Snax,4.36,4.92
Victory,ARAM,2024-06-28,00:16:16,Ivern,Top,6,2,6,42,0,88%,Flash,Mark,Moonstone Renewer,Redemption,Ionian Boots of Lucidity,Seraph's Embrace,Blasting Wand,None,Poro-Snax,7.33,0.37
Defeat,Flex,2024-06-27,00:27:40,Camille,Top,133,0,9,2,10,8%,Flash,Teleport,Trinity Force,Tiamat,Vampiric Scepter,Glowing Mote,Plated Steelcaps,Long Sword,Stealth Ward,0.22,4.81
Victory,Flex,2024-06-27,00:25:36,Miss Fortune,Adc,164,7,9,9,16,50%,Flash,Heal,Doran's Blade,The Collector,Infinity Edge,Berserker's Greaves,Noonquiver,None,Stealth Ward,1.78,6.41
Defeat,Flex,2024-06-27,00:24:34,Ezreal,Adc,135,6,5,5,15,46%,Flash,Heal,Doran's Blade,Trinity Force,Muramana,Long Sword,Ionian Boots of Lucidity,Pickaxe,Stealth Ward,2.2,5.5
Victory,ARAM,2024-06-18,00:16:09,Syndra,Top,30,4,7,24,0,62%,Flash,Barrier,Luden's Companion,Needlessly Large Rod,Sorcerer's Shoes,Stormsurge,Needlessly Large Rod,None,None,4.0,1.86
Defeat,ARAM,2024-06-18,00:21:45,Smolder,Mid,86,5,14,13,0,47%,Flash,Barrier,Trinity Force,Muramana,Spear of Shojin,Ionian Boots of Lucidity,Rapid Firecannon,Long Sword,Poro-Snax,1.29,3.95
Defeat,Normal (Draft Pick),2024-06-18,00:26:39,Renata Glasc,Support,29,3,8,8,31,39%,Flash,Ignite,Solstice Sleigh,Locket of the Iron Solari,Redemption,Ionian Boots of Lucidity,Kindlegem,None,Oracle Lens,1.38,1.09
1st place,Arena,2024-06-18,00:19:27,Lucian,None,0,15,5,9,0,109%,None,None,Blade of The Ruined King,Berserker's Greaves,Hamstringer,Infinity Edge,The Collector,Lord Dominik's Regards,Arcane Sweeper,4.8,0.0
4th place,Arena,2024-06-18,00:20:36,Udyr,Jungle,0,6,8,5,0,79%,None,None,Hellfire Hatchet,Mercury's Treads,Hamstringer,Blade of The Ruined King,The Collector,Infinity Edge,Arcane Sweeper,1.38,0.0
Defeat,Normal (Draft Pick),2024-06-18,00:29:04,Renata Glasc,Support,25,0,8,12,55,48%,Flash,Ignite,Solstice Sleigh,Locket of the Iron Solari,Redemption,Ionian Boots of Lucidity,None,None,Oracle Lens,1.5,0.86
Victory,Normal (Draft Pick),2024-06-18,00:30:41,Ezreal,Adc,210,12,4,8,21,53%,Flash,Heal,Spear of Shojin,Ionian Boots of Lucidity,Trinity Force,Muramana,The Brutalizer,Long Sword,Stealth Ward,5.0,6.84
Victory,Normal (Draft Pick),2024-06-17,00:19:54,Ezreal,Adc,155,7,2,4,11,50%,Flash,Heal,Doran's Blade,Muramana,Ionian Boots of Lucidity,Trinity Force,Long Sword,None,Stealth Ward,5.5,7.79
Defeat,Normal (Draft Pick),2024-06-17,00:31:41,Galio,Mid,195,2,6,8,20,34%,Flash,Teleport,Riftmaker,Frozen Heart,Mercury's Treads,Hollow Radiance,None,None,Stealth Ward,1.67,6.15
Defeat,Normal (Draft Pick),2024-06-14,00:34:02,LeBlanc,Mid,203,10,8,5,19,44%,Flash,Teleport,Shadowflame,Zhonya's Hourglass,Sorcerer's Shoes,Needlessly Large Rod,Luden's Companion,Needlessly Large Rod,Stealth Ward,1.88,5.96
Defeat,ARAM,2024-06-13,00:13:25,Naafiri,Mid,37,13,10,11,0,75%,Flash,Mark,The Collector,Eclipse,Ionian Boots of Lucidity,Serylda's Grudge,Long Sword,None,Poro-Snax,2.4,2.76
Defeat,ARAM,2024-06-13,00:15:27,Lucian,Top,69,11,15,10,0,54%,Flash,Mark,The Collector,Kraken Slayer,Berserker's Greaves,Navori Flickerblade,Pickaxe,Cloak of Agility,Poro-Snax,1.4,4.47
Victory,ARAM,2024-06-13,00:17:00,Lillia,Mid,104,21,5,25,0,96%,Flash,Mark,Blackfire Torch,Blasting Wand,Liandry's Torment,Sorcerer's Shoes,Riftmaker,Rabadon's Deathcap,Poro-Snax,9.2,6.12
